Date,Price,Open,High,Low,Vol.,Change %
30-Apr-18,24163.15,24410.41,24498.23,24163.08,416.65M,-0.61%
27-Apr-18,24311.19,24342.14,24359.38,24194.45,392.81M,-0.05%
26-Apr-18,24322.34,24128.72,24402.46,24128.72,390.36M,0.99%
25-Apr-18,24083.83,24070.2,24146.34,23823.08,437.10M,0.25%
24-Apr-18,24024.13,24579.94,24579.94,23828.73,468.18M,-1.74%
23-Apr-18,24448.69,24488.07,24536.89,24328.54,351.03M,-0.06%
20-Apr-18,24462.94,24657.39,24678.07,24375.04,537.77M,-0.82%
19-Apr-18,24664.89,24711.3,24762.48,24557.03,381.11M,-0.34%
18-Apr-18,24748.07,24820.85,24832.54,24721.09,302.03M,-0.16%
17-Apr-18,24786.63,24681.79,24858.97,24681.79,342.41M,0.87%
16-Apr-18,24573.04,24483.15,24675.36,24480.2,305.07M,0.87%
13-Apr-18,24360.14,24582.82,24646.45,24243.74,331.89M,-0.50%
12-Apr-18,24483.05,24302.82,24592.12,24302.82,336.13M,1.21%
11-Apr-18,24189.45,24274.19,24366.57,24150.87,286.36M,-0.90%
10-Apr-18,24408,24198.95,24511.35,24198.95,368.59M,1.79%
9-Apr-18,23979.1,24037.52,24373.18,23954.83,380.79M,0.19%
6-Apr-18,23932.76,24373.6,24434.4,23738.2,395.99M,-2.34%
5-Apr-18,24505.22,24313.91,24622.26,24313.91,347.79M,0.99%
4-Apr-18,24264.3,23654.15,24308.96,23523.16,388.54M,0.96%
3-Apr-18,24033.36,23698.33,24044.35,23664.33,394.13M,1.65%
2-Apr-18,23644.19,24076.6,24123.8,23344.52,509.82M,-1.90%
29-Mar-18,24103.11,23949.18,24314.3,23928.13,463.55M,1.07%
28-Mar-18,23848.42,23883.08,24092.47,23728.67,530.04M,-0.04%
27-Mar-18,23857.71,24276.62,24446.22,23708.73,524.48M,-1.43%
26-Mar-18,24202.6,23825.74,24232.3,23741.22,479.54M,2.84%
23-Mar-18,23533.2,23995.18,24108.47,23509.06,482.55M,-1.77%
22-Mar-18,23957.89,24526.01,24526.01,23938.74,439.28M,-2.93%
21-Mar-18,24682.31,24723.49,24977.65,24655.4,343.23M,-0.18%
20-Mar-18,24727.27,24650.64,24803.61,24650.64,342.51M,0.47%
19-Mar-18,24610.91,24893.69,24893.69,24453.14,377.99M,-1.35%
16-Mar-18,24946.51,24877.34,25031,24857.09,654.24M,0.29%
15-Mar-18,24873.66,24837.29,25053.87,24753.29,316.31M,0.47%
14-Mar-18,24758.12,25086.97,25130.12,24668.83,356.83M,-1.00%
13-Mar-18,25007.03,25257.75,25376.4,24947.5,447.88M,-0.68%
12-Mar-18,25178.61,25372.44,25449.15,25152.02,362.58M,-0.62%
9-Mar-18,25335.74,25004.89,25336.33,25004.89,371.57M,1.77%
8-Mar-18,24895.21,24853.41,24950.49,24703.05,327.30M,0.38%
7-Mar-18,24801.36,24758.15,24849.68,24535.12,394.07M,-0.33%
6-Mar-18,24884.12,24965.89,24995.24,24708.41,331.77M,0.04%
5-Mar-18,24874.76,24471.31,24961,24387.15,383.91M,1.37%
2-Mar-18,24538.06,24394.91,24592.46,24217.76,437.13M,-0.29%
1-Mar-18,24608.98,25024.04,25185.35,24442.56,506.28M,-1.68%
28-Feb-18,25029.2,25485.15,25576.15,25022.42,451.87M,-1.50%
27-Feb-18,25410.03,25735.78,25800.35,25407.83,438.39M,-1.16%
26-Feb-18,25709.27,25403.35,25732.8,25398.56,473.36M,1.58%
23-Feb-18,25309.99,25050.51,25313.91,25028.73,335.42M,1.39%
22-Feb-18,24962.48,24855.41,25156.72,24854.83,378.90M,0.66%
21-Feb-18,24797.78,24988.06,25267.99,24792.99,456.07M,-0.67%
20-Feb-18,24964.75,25124.91,25179.01,24884.19,421.51M,-1.01%
16-Feb-18,25219.38,25165.94,25432.42,25149.26,406.73M,0.08%
15-Feb-18,25200.37,25047.82,25203.95,24809.42,416.78M,1.23%
14-Feb-18,24893.49,24535.82,24925.95,24490.36,431.16M,1.03%
13-Feb-18,24640.45,24540.33,24705.72,24421.03,374.41M,0.16%
12-Feb-18,24601.27,24337.76,24765.16,24290.48,496.61M,1.70%
9-Feb-18,24190.9,23992.67,24382.14,23360.29,735.03M,1.38%
8-Feb-18,23860.46,24902.3,24903.68,23849.23,657.50M,-4.15%
7-Feb-18,24893.35,24892.87,25293.96,24785.44,504.62M,-0.08%
6-Feb-18,24912.77,24085.17,24946.23,23778.74,823.94M,2.33%
5-Feb-18,24345.75,25337.87,25520.53,23923.88,714.45M,-4.60%
2-Feb-18,25520.96,26061.79,26061.79,25490.66,522.88M,-2.54%
1-Feb-18,26186.71,26083.04,26306.7,26014.44,410.62M,0.14%
31-Jan-18,26149.39,26268.17,26338.03,26050.98,479.13M,0.28%
30-Jan-18,26076.89,26198.45,26256.99,26028.42,448.33M,-1.37%
29-Jan-18,26439.48,26584.28,26608.9,26435.34,421.00M,-0.67%
26-Jan-18,26616.71,26466.74,26616.71,26425.35,477.78M,0.85%
25-Jan-18,26392.79,26313.06,26458.25,26259.72,401.39M,0.54%
24-Jan-18,26252.12,26282.07,26392.8,26106.94,518.79M,0.16%
23-Jan-18,26210.81,26214.87,26246.19,26143.9,433.49M,-0.01%
22-Jan-18,26214.6,26025.32,26215.23,25974.65,431.20M,0.55%
19-Jan-18,26071.72,25987.35,26071.72,25942.83,585.00M,0.21%
18-Jan-18,26017.81,26149.55,26153.42,25947.32,492.78M,-0.37%
17-Jan-18,26115.65,25910.78,26130.45,25865.02,522.72M,1.25%
16-Jan-18,25792.86,25987.62,26086.12,25702.99,606.52M,-0.04%
12-Jan-18,25803.19,25638.39,25810.43,25633.08,376.40M,0.89%
11-Jan-18,25574.73,25398.6,25575.42,25396.19,346.83M,0.81%
10-Jan-18,25369.13,25348.13,25404.92,25256.99,341.47M,-0.07%
9-Jan-18,25385.8,25312.05,25439.78,25308.41,333.49M,0.41%
8-Jan-18,25283,25308.4,25311.99,25235.41,341.39M,-0.05%
5-Jan-18,25295.87,25114.92,25299.79,25112.01,358.02M,0.88%
4-Jan-18,25075.13,24964.86,25105.96,24963.27,403.28M,0.61%
3-Jan-18,24922.68,24850.45,24941.92,24825.55,456.79M,0.40%
2-Jan-18,24824.01,24809.35,24864.19,24741.7,341.13M,0.42%
29-Dec-17,24719.22,24849.63,24871.66,24719.22,270.76M,-0.48%
28-Dec-17,24837.51,24807.21,24839.23,24797.13,200.96M,0.26%
27-Dec-17,24774.3,24766.52,24789.52,24731.68,225.89M,0.11%
26-Dec-17,24746.21,24715.84,24778.13,24708.42,208.29M,-0.03%
22-Dec-17,24754.06,24764.04,24784.15,24717.51,255.14M,-0.11%
21-Dec-17,24782.29,24778.26,24850.91,24766.27,339.53M,0.23%
20-Dec-17,24726.65,24838.09,24852.44,24697.11,341.79M,-0.11%
19-Dec-17,24754.75,24834.38,24850.11,24715.6,335.33M,-0.15%
18-Dec-17,24792.2,24739.56,24876.07,24739.56,354.88M,0.57%
15-Dec-17,24651.74,24585.71,24688.62,24584.44,635.74M,0.58%
14-Dec-17,24508.66,24631.01,24672.48,24508.66,314.78M,-0.31%
13-Dec-17,24585.43,24525.19,24666.02,24518.3,325.28M,0.33%
12-Dec-17,24504.8,24452.96,24552.97,24443.83,342.22M,0.49%
11-Dec-17,24386.03,24338.11,24389.72,24314.74,300.58M,0.23%
8-Dec-17,24329.16,24263.26,24330.12,24225.5,293.59M,0.49%
7-Dec-17,24211.48,24116.6,24262.88,24101.24,319.06M,0.29%
6-Dec-17,24140.91,24157.85,24229.19,24134.49,312.72M,-0.16%
5-Dec-17,24180.64,24335.01,24349.74,24155.28,371.19M,-0.45%
4-Dec-17,24290.05,24424.11,24534.04,24288.19,424.25M,0.24%
1-Dec-17,24231.59,24305.4,24322.06,23921.9,417.91M,-0.17%
30-Nov-17,24272.35,24013.8,24327.82,24013.8,488.20M,1.39%
29-Nov-17,23940.68,23883.26,23959.76,23872.59,401.41M,0.44%
28-Nov-17,23836.71,23625.19,23849.61,23617.11,319.24M,1.09%
27-Nov-17,23580.78,23552.86,23638.92,23545.02,296.32M,0.10%
24-Nov-17,23557.99,23552.75,23599.18,23551.59,118.61M,0.14%
22-Nov-17,23526.18,23597.24,23605.77,23507.61,268.76M,-0.27%
21-Nov-17,23590.83,23500.15,23617.8,23500.15,329.65M,0.69%
20-Nov-17,23430.33,23370.71,23456.88,23360.58,315.33M,0.31%
17-Nov-17,23358.24,23433.77,23433.77,23356.01,386.00M,-0.43%
16-Nov-17,23458.36,23365.34,23492.19,23365.34,402.02M,0.80%
15-Nov-17,23271.28,23334.59,23344.99,23242.75,404.30M,-0.59%
14-Nov-17,23409.47,23388.4,23414.08,23271.57,561.33M,-0.13%
13-Nov-17,23439.7,23367.47,23461.68,23343.34,491.26M,0.07%
10-Nov-17,23422.21,23432.71,23452.2,23392.96,351.28M,-0.17%
9-Nov-17,23461.94,23492.09,23516.74,23310.02,305.44M,-0.43%
8-Nov-17,23563.36,23542.6,23575,23510.56,264.67M,0.03%
7-Nov-17,23557.23,23574.03,23602.12,23484.19,285.08M,0.04%
6-Nov-17,23548.42,23533.96,23574.86,23520.75,325.18M,0.04%
3-Nov-17,23539.19,23549.59,23557.06,23481.57,312.26M,0.10%
2-Nov-17,23516.26,23463.24,23531.38,23350.98,348.04M,0.35%
1-Nov-17,23435.01,23442.9,23517.71,23388.91,361.26M,0.25%
31-Oct-17,23377.24,23369.22,23406.35,23334.39,388.05M,0.12%
30-Oct-17,23348.74,23405.75,23428.75,23327.87,436.90M,-0.36%
27-Oct-17,23434.19,23419.16,23449.4,23353.16,518.87M,0.14%
26-Oct-17,23400.86,23380.89,23459.84,23380.89,370.60M,0.31%
25-Oct-17,23329.46,23431.09,23451.51,23251.11,399.56M,-0.48%
24-Oct-17,23441.76,23346.78,23485.25,23343.23,406.85M,0.72%
23-Oct-17,23273.96,23348.95,23368.37,23273.96,456.83M,-0.23%
20-Oct-17,23328.63,23205.18,23328.84,23201.78,474.38M,0.71%
19-Oct-17,23163.04,23107.47,23167.24,23052.67,350.40M,0.02%
18-Oct-17,23157.6,23087.13,23172.93,23086.75,271.87M,0.70%
17-Oct-17,22997.44,22952.41,23002.2,22948.23,273.09M,0.18%
16-Oct-17,22956.96,22892.92,22960.12,22887.12,247.18M,0.37%
13-Oct-17,22871.72,22876.43,22905.33,22855.93,259.56M,0.13%
12-Oct-17,22841.01,22854.85,22884.82,22821.13,291.79M,-0.14%
11-Oct-17,22872.89,22827.65,22872.89,22821.66,316.00M,0.18%
10-Oct-17,22830.68,22784.76,22850.51,22770.99,319.27M,0.31%
9-Oct-17,22761.07,22779.73,22803.37,22739.38,310.77M,-0.06%
6-Oct-17,22773.67,22762.03,22773.67,22730.85,221.45M,-0.01%
5-Oct-17,22775.39,22669.08,22777.04,22655.14,246.40M,0.50%
4-Oct-17,22661.64,22645.67,22685.94,22632.8,235.73M,0.09%
3-Oct-17,22641.67,22564.45,22646.32,22562.9,238.83M,0.37%
2-Oct-17,22557.6,22423.47,22559.38,22416,268.53M,0.68%
29-Sep-17,22405.09,22358.47,22405.63,22332.96,274.79M,0.11%
28-Sep-17,22381.2,22306.83,22394.74,22288.97,263.02M,0.18%
27-Sep-17,22340.71,22330.93,22371.1,22254.93,342.90M,0.25%
26-Sep-17,22284.32,22322.03,22369.35,22279.52,285.99M,-0.05%
25-Sep-17,22296.09,22320.47,22359.88,22219.11,332.44M,-0.24%
22-Sep-17,22349.59,22334.07,22364.31,22299.58,297.14M,-0.04%
21-Sep-17,22359.23,22414.02,22419.51,22356.55,287.39M,-0.24%
20-Sep-17,22412.59,22351.38,22413.26,22314.68,334.56M,0.19%
19-Sep-17,22370.8,22349.7,22386.01,22340.71,295.57M,0.18%
18-Sep-17,22331.35,22297.92,22355.62,22283.35,302.74M,0.28%
15-Sep-17,22268.34,22252.44,22275.02,22214.52,527.54M,0.29%
14-Sep-17,22203.48,22144.96,22216.44,22135.26,297.78M,0.20%
13-Sep-17,22158.18,22103.47,22158.18,22095.79,291.89M,0.18%
12-Sep-17,22118.86,22090.56,22134.57,22087.09,364.58M,0.28%
11-Sep-17,22057.37,21927.79,22067.1,21927.79,312.77M,1.19%
8-Sep-17,21797.79,21764.43,21846.63,21731.12,289.40M,0.06%
7-Sep-17,21784.78,21820.38,21850.01,21745.71,333.81M,-0.10%
6-Sep-17,21807.64,21815.76,21849.24,21794.07,318.76M,0.25%
5-Sep-17,21753.31,21912.37,21921.09,21709.63,332.84M,-1.07%
1-Sep-17,21987.56,21981.77,22038.97,21974.91,256.24M,0.18%
31-Aug-17,21948.1,21936.01,21985.76,21910.5,376.79M,0.25%
30-Aug-17,21892.43,21859.76,21914.26,21839.47,242.84M,0.12%
29-Aug-17,21865.37,21718,21879.22,21673.58,227.34M,0.26%
28-Aug-17,21808.4,21832.5,21861.49,21767.94,218.74M,-0.02%
25-Aug-17,21813.67,21819.08,21906.86,21812.81,217.56M,0.14%
24-Aug-17,21783.4,21839.9,21870.11,21765.82,228.48M,-0.13%
23-Aug-17,21812.09,21850.27,21866.66,21808.39,234.81M,-0.40%
22-Aug-17,21899.89,21739.78,21912.83,21738.13,244.98M,0.90%
21-Aug-17,21703.75,21671.36,21718.74,21600.34,277.88M,0.13%
18-Aug-17,21674.51,21724.88,21793.35,21641.63,309.07M,-0.35%
17-Aug-17,21750.73,21984.74,21984.74,21750.32,311.03M,-1.24%
16-Aug-17,22024.87,22031.93,22085.71,22002.47,264.92M,0.12%
15-Aug-17,21998.99,22029.91,22038.92,21971.48,269.07M,0.02%
14-Aug-17,21993.71,21945.64,22019.23,21945.64,235.03M,0.62%
11-Aug-17,21858.32,21883.32,21911.09,21842.74,237.80M,0.07%
10-Aug-17,21844.01,21988.2,21988.2,21843.94,303.31M,-0.93%
9-Aug-17,22048.7,22022.34,22057.19,21996.69,277.80M,-0.17%
8-Aug-17,22085.34,22095.14,22179.11,22057.29,262.00M,-0.15%
7-Aug-17,22118.42,22100.2,22121.15,22081.97,213.01M,0.12%
4-Aug-17,22092.81,22058.39,22092.81,22024.64,253.64M,0.30%
3-Aug-17,22026.1,22007.58,22044.85,21991.32,278.73M,0.04%
2-Aug-17,22016.24,22004.36,22036.1,21967.46,336.82M,0.24%
1-Aug-17,21963.92,21961.42,21990.96,21940.81,328.41M,0.33%
31-Jul-17,21891.12,21863.39,21929.8,21861.71,307.61M,0.28%
28-Jul-17,21830.31,21787.51,21841.18,21756.12,285.64M,0.15%
27-Jul-17,21796.55,21717.42,21798.47,21687.85,407.32M,0.39%
26-Jul-17,21711.01,21690.38,21742.7,21683.29,278.24M,0.45%
25-Jul-17,21613.43,21638.56,21670.62,21577.37,304.30M,0.47%
24-Jul-17,21513.17,21577.78,21577.78,21496.13,284.08M,-0.31%
21-Jul-17,21580.07,21591.72,21592.61,21503.78,362.83M,-0.15%
20-Jul-17,21611.78,21641.54,21661.91,21576.96,313.95M,-0.13%
19-Jul-17,21640.75,21569.25,21640.75,21565.84,253.04M,0.31%
18-Jul-17,21574.73,21589.94,21589.94,21471.14,251.11M,-0.25%
17-Jul-17,21629.72,21633.97,21661.81,21617.66,244.78M,-0.04%
14-Jul-17,21637.74,21532.77,21681.53,21521.72,235.59M,0.39%
13-Jul-17,21553.09,21537.19,21568.72,21512.36,232.27M,0.10%
12-Jul-17,21532.14,21467.93,21580.79,21467.93,267.87M,0.57%
11-Jul-17,21409.07,21410.17,21441.62,21279.3,247.57M,0.00%
10-Jul-17,21408.52,21381.23,21446.39,21371.11,270.34M,-0.03%
7-Jul-17,21414.34,21354.66,21425.82,21350.72,242.24M,0.44%
6-Jul-17,21320.04,21423.93,21433.1,21305.38,320.45M,-0.74%
5-Jul-17,21478.17,21492.83,21505.36,21404.76,273.69M,-0.01%
3-Jul-17,21479.27,21392.3,21562.75,21391.71,186.81M,0.61%
30-Jun-17,21349.63,21348.6,21426.12,21325.08,313.26M,0.29%
29-Jun-17,21287.03,21487.38,21487.38,21197.08,336.75M,-0.78%
28-Jun-17,21454.61,21372.36,21478.75,21372.36,271.51M,0.68%
27-Jun-17,21310.66,21411.19,21440.6,21310.66,292.17M,-0.46%
26-Jun-17,21409.55,21434.68,21506.21,21381.25,241.88M,0.07%
23-Jun-17,21394.76,21380.92,21421.79,21333.89,368.40M,-0.01%
22-Jun-17,21397.29,21407.98,21456.47,21394.81,270.68M,-0.06%
21-Jun-17,21410.03,21466.39,21492.62,21390,292.50M,-0.27%
20-Jun-17,21467.14,21521.25,21535.03,21464.24,310.20M,-0.29%
19-Jun-17,21528.99,21444.75,21528.99,21436.08,289.40M,0.68%
16-Jun-17,21384.28,21335.93,21384.42,21308.01,603.26M,0.11%
15-Jun-17,21359.9,21291.69,21367.28,21261.87,317.20M,-0.07%
14-Jun-17,21374.56,21342.71,21391.97,21294.09,295.09M,0.22%
13-Jun-17,21328.47,21256.83,21332.77,21256.83,323.51M,0.44%
12-Jun-17,21235.67,21259.95,21277.08,21186.15,528.08M,-0.17%
9-Jun-17,21271.97,21208.96,21305.35,21159.45,397.20M,0.42%
8-Jun-17,21182.53,21169.76,21265.69,21138.16,330.33M,0.04%
7-Jun-17,21173.69,21171.57,21189.84,21113.31,273.40M,0.18%
6-Jun-17,21136.23,21145.48,21180.47,21118.46,283.55M,-0.23%
5-Jun-17,21184.04,21195.03,21224.41,21168.69,269.80M,-0.10%
2-Jun-17,21206.29,21142.09,21225.04,21129.56,329.70M,0.29%
1-Jun-17,21144.18,21030.55,21144.18,20994.22,276.74M,0.65%
31-May-17,21008.65,21048.46,21051.7,20942.57,371.58M,-0.10%
30-May-17,21029.47,21045.49,21063.62,21009.6,242.81M,-0.24%
26-May-17,21080.28,21070.15,21092.82,21050.49,208.00M,-0.01%
25-May-17,21082.95,21062.96,21112.32,21051.41,268.97M,0.34%
24-May-17,21012.42,20949.21,21022.82,20933.58,283.18M,0.36%
23-May-17,20937.91,20908.67,20961.14,20896.22,244.95M,0.21%
22-May-17,20894.83,20867.77,20914.26,20860.16,276.12M,0.43%
19-May-17,20804.84,20698.28,20857.13,20687.94,365.18M,0.69%
18-May-17,20663.02,20579.65,20759.2,20553.45,422.59M,0.27%
17-May-17,20606.93,20846.17,20846.17,20601.08,423.20M,-1.78%
16-May-17,20979.75,20984.48,21033.53,20932.88,311.58M,-0.01%
15-May-17,20981.94,20923.63,21000.83,20923.63,313.17M,0.41%
12-May-17,20896.61,20893.19,20916.1,20869.74,288.50M,-0.11%
11-May-17,20919.42,20925.72,20933.36,20798.9,287.68M,-0.11%
10-May-17,20943.11,20958.49,20976.28,20884.15,283.34M,-0.16%
9-May-17,20975.78,21022.28,21046.85,20938.04,273.00M,-0.17%
8-May-17,21012.28,20991.26,21017.89,20971.05,276.15M,0.03%
5-May-17,21006.94,20929.04,21006.94,20905,260.96M,0.26%
4-May-17,20951.47,20987.83,20990.79,20847.95,274.72M,-0.03%
3-May-17,20957.9,20915,20972.74,20874.18,310.92M,0.04%
2-May-17,20949.89,20941.19,20960.92,20904.06,338.81M,0.17%
1-May-17,20913.46,20962.73,20976.62,20898.38,288.16M,-0.13%
28-Apr-17,20940.51,20987.39,20987.76,20926.75,329.99M,-0.19%
27-Apr-17,20981.33,20991.12,21005.8,20935.8,305.69M,0.03%
26-Apr-17,20975.09,21009.95,21070.9,20972.27,328.55M,-0.10%
25-Apr-17,20996.12,20915.51,21026.97,20909.38,348.18M,1.12%
24-Apr-17,20763.89,20723.59,20792.2,20723.59,342.40M,1.05%
21-Apr-17,20547.76,20578.1,20601.4,20505.33,369.60M,-0.15%
20-Apr-17,20578.71,20406.68,20629.78,20406.68,312.44M,0.85%
19-Apr-17,20404.49,20503.52,20546.69,20379.55,294.79M,-0.58%
18-Apr-17,20523.28,20561.39,20600.12,20462.28,263.18M,-0.55%
17-Apr-17,20636.92,20484.75,20644.41,20484.75,229.24M,0.90%
13-Apr-17,20453.25,20561.69,20612.27,20453.25,235.81M,-0.67%
12-Apr-17,20591.86,20637.95,20642.54,20553.03,267.67M,-0.29%
11-Apr-17,20651.3,20644.32,20660.03,20512.56,255.12M,-0.03%
10-Apr-17,20658.02,20668.22,20750.33,20614.86,230.48M,0.01%
7-Apr-17,20656.1,20647.81,20726.07,20606.95,219.73M,-0.03%
6-Apr-17,20662.95,20653.77,20746.46,20612.17,251.72M,0.07%
5-Apr-17,20648.15,20745.06,20887.5,20639.55,284.98M,-0.20%
4-Apr-17,20689.24,20634.94,20701.29,20605.3,237.39M,0.19%
3-Apr-17,20650.21,20665.17,20692.34,20517.82,285.68M,-0.06%
31-Mar-17,20663.22,20700.34,20722.59,20660.68,303.77M,-0.31%
30-Mar-17,20728.49,20662.79,20753.78,20643.6,270.90M,0.33%
29-Mar-17,20659.32,20675.75,20684.73,20625.03,238.32M,-0.20%
28-Mar-17,20701.5,20542.14,20735.61,20520.1,299.67M,0.73%
27-Mar-17,20550.98,20488.35,20578.46,20412.8,269.38M,-0.22%
24-Mar-17,20596.72,20674.45,20718.33,20529.67,292.98M,-0.29%
23-Mar-17,20656.58,20645.07,20757.89,20618.62,280.05M,-0.02%
22-Mar-17,20661.3,20640.42,20686.21,20578.95,325.09M,-0.03%
21-Mar-17,20668.01,20956.33,20970.04,20653.26,369.32M,-1.14%
20-Mar-17,20905.86,20916.27,20955.45,20885.7,253.61M,-0.04%
17-Mar-17,20914.62,20965.37,20980.51,20911.07,535.28M,-0.10%
16-Mar-17,20934.55,20969.27,21000.11,20893.5,264.36M,-0.07%
15-Mar-17,20950.1,20874.78,20977.47,20859.6,306.59M,0.54%
14-Mar-17,20837.37,20848.6,20874,20786.31,246.82M,-0.21%
13-Mar-17,20881.48,20899.28,20926.06,20845.71,289.26M,-0.10%
10-Mar-17,20902.98,20919.01,20940.29,20827.66,315.43M,0.21%
9-Mar-17,20858.19,20864.32,20900.57,20777.16,275.96M,0.01%
8-Mar-17,20855.73,20940.44,20951.44,20835.58,296.78M,-0.33%
7-Mar-17,20924.76,20934.89,20970.54,20901.26,274.63M,-0.14%
6-Mar-17,20954.34,20955.71,20986.43,20912.11,266.62M,-0.24%
3-Mar-17,21005.71,21008.75,21039.96,20953.86,254.42M,0.01%
2-Mar-17,21002.97,21128.91,21129.2,20996.61,319.91M,-0.53%
1-Mar-17,21115.55,20957.29,21169.11,20957.29,392.82M,1.46%
28-Feb-17,20812.24,20833.88,20841.24,20781.21,339.21M,-0.12%
27-Feb-17,20837.44,20808.71,20851.33,20774.76,256.54M,0.08%
24-Feb-17,20821.76,20751.91,20821.76,20733.95,292.54M,0.05%
23-Feb-17,20810.32,20817.21,20840.7,20746.41,302.11M,0.17%
22-Feb-17,20775.6,20715.41,20781.59,20692.39,310.53M,0.16%
21-Feb-17,20743,20663.43,20757.64,20663.37,336.88M,0.58%
17-Feb-17,20624.05,20564.13,20624.05,20532.61,340.62M,0.02%
16-Feb-17,20619.77,20627.31,20639.87,20556.83,354.12M,0.04%
15-Feb-17,20611.86,20504.27,20620.45,20496.03,384.38M,0.52%
14-Feb-17,20504.41,20374.22,20504.41,20374.02,356.58M,0.45%
13-Feb-17,20412.16,20338.54,20441.48,20322.95,314.62M,0.70%
10-Feb-17,20269.37,20211.23,20298.21,20204.76,312.23M,0.48%
9-Feb-17,20172.4,20061.73,20206.36,20061.73,325.31M,0.59%
8-Feb-17,20054.34,20049.29,20068.28,20015.33,280.41M,-0.18%
7-Feb-17,20090.29,20107.62,20155.35,20068.68,279.67M,0.19%
6-Feb-17,20052.42,20025.61,20094.95,20002.81,281.72M,-0.09%
3-Feb-17,20071.46,19964.21,20081.48,19964.21,344.22M,0.94%
2-Feb-17,19884.91,19858.34,19922.75,19831.09,347.22M,-0.03%
1-Feb-17,19890.94,19923.81,19967.73,19845.99,426.67M,0.14%
31-Jan-17,19864.09,19913.16,19918.17,19784.77,373.75M,-0.54%
30-Jan-17,19971.13,20028.62,20028.62,19870.39,317.28M,-0.61%
27-Jan-17,20093.78,20103.36,20115.97,20072.64,343.13M,-0.04%
26-Jan-17,20100.91,20076.25,20125.58,20067.53,356.73M,0.16%
25-Jan-17,20068.51,19994.48,20082,19994.48,372.24M,0.78%
24-Jan-17,19912.71,19794.68,19949.24,19786.71,374.46M,0.57%
23-Jan-17,19799.85,19794.79,19833.98,19732.36,326.69M,-0.14%
20-Jan-17,19827.25,19795.06,19843.94,19759.14,435.26M,0.48%
19-Jan-17,19732.4,19813.55,19824.14,19677.94,301.75M,-0.37%
18-Jan-17,19804.72,19822.73,19828.2,19739,279.76M,-0.11%
17-Jan-17,19826.77,19848.82,19882.99,19775.35,341.90M,-0.30%
13-Jan-17,19885.73,19912.54,19952.03,19849.38,263.78M,-0.03%
12-Jan-17,19891,19926.21,19929.29,19770.47,306.29M,-0.32%
11-Jan-17,19954.28,19887.38,19973.42,19833.16,336.15M,0.50%
10-Jan-17,19855.53,19876.35,19957.12,19836.03,299.41M,-0.16%
9-Jan-17,19887.38,19931.41,19943.78,19887.38,287.50M,-0.38%
6-Jan-17,19963.8,19906.96,19999.63,19834.08,277.70M,0.32%
5-Jan-17,19899.29,19924.56,19948.6,19811.12,269.92M,-0.21%
4-Jan-17,19942.16,19890.94,19956.14,19878.83,280.01M,0.30%
3-Jan-17,19881.76,19872.86,19938.53,19775.93,339.18M,0.60%
30-Dec-16,19762.6,19833.17,19852.55,19718.67,271.91M,-0.29%
29-Dec-16,19819.78,19835.46,19878.44,19788.94,172.04M,-0.07%
28-Dec-16,19833.68,19964.31,19981.11,19827.31,188.35M,-0.56%
27-Dec-16,19945.04,19943.46,19980.24,19939.8,158.54M,0.06%
23-Dec-16,19933.81,19908.61,19934.15,19899.06,158.26M,0.07%
22-Dec-16,19918.88,19922.68,19933.83,19882.19,258.29M,-0.12%
21-Dec-16,19941.96,19968.97,19986.56,19941.96,256.64M,-0.16%
20-Dec-16,19974.62,19920.59,19987.63,19920.42,284.08M,0.46%
19-Dec-16,19883.06,19836.66,19917.78,19832.95,302.31M,0.20%
16-Dec-16,19843.41,19909.01,19923.17,19821,573.47M,-0.04%
15-Dec-16,19852.24,19811.5,19951.29,19811.5,357.35M,0.30%
14-Dec-16,19792.53,19876.13,19966.43,19748.67,408.43M,-0.60%
13-Dec-16,19911.21,19852.21,19953.75,19846.45,388.42M,0.58%
12-Dec-16,19796.43,19770.2,19824.59,19747.74,333.66M,0.20%
9-Dec-16,19756.85,19631.35,19757.74,19623.19,334.47M,0.72%
8-Dec-16,19614.81,19559.94,19664.97,19527.83,324.57M,0.33%
7-Dec-16,19549.62,19241.99,19558.42,19229.83,385.20M,1.55%
6-Dec-16,19251.78,19219.91,19255.89,19184.74,284.96M,0.18%
5-Dec-16,19216.24,19244.35,19274.85,19186.73,317.80M,0.24%
2-Dec-16,19170.42,19161.25,19196.14,19141.18,84.92M,-0.11%
1-Dec-16,19191.93,19149.2,19214.3,19138.79,108.80M,0.36%
30-Nov-16,19123.58,19135.64,19225.29,19123.38,164.57M,0.01%
29-Nov-16,19121.6,19064.07,19144.4,19062.22,81.51M,0.12%
28-Nov-16,19097.9,19122.14,19138.72,19072.25,88.46M,-0.28%
25-Nov-16,19152.14,19093.72,19152.14,19093.72,45.89M,0.36%
23-Nov-16,19083.18,19015.52,19083.76,19000.38,77.88M,0.31%
22-Nov-16,19023.87,18970.39,19043.9,18962.82,85.31M,0.35%
21-Nov-16,18956.69,18898.68,18960.76,18883.1,80.52M,0.47%
18-Nov-16,18867.93,18905.33,18915.74,18853.83,109.88M,-0.19%
17-Nov-16,18903.82,18866.22,18904.03,18845.27,89.94M,0.19%
16-Nov-16,18868.14,18909.85,18909.85,18825.89,87.32M,-0.29%
15-Nov-16,18923.06,18858.21,18925.26,18806.06,100.66M,0.29%
